DATE,FRANCIS_M,FRANCIS_F,KELLY_M,KELLY_F,LESLIE_M,LESLIE_F,TAYLOR_M,TAYLOR_F,RILEY_M,RILEY_F,CHRIS_M,CHRISTINE_F,CHRISTOPHER_M,CHRISTIAN_M,CHRISTA_F,CHRISTY_F,CHRISTIE_F,CHRISTINA_F,KRISTY_F,KRISTINE_F,KRISTOPHER_M,CHRISTIANA_F,KRISTINA_F,KRIS_M
1975,0.05384485949856975,0.0,0.215379437994279,0.4139323573952549,0.05384485949856975,0.09086320040383646,0.0,0.0,0.0,0.0,0.020191822311963654,0.5855628470469461,2.022547534915026,0.1413427561837456,0.06057546693589097,0.1076897189971395,0.10432441527847888,0.5956587582029278,0.06730607437321219,0.1076897189971395,0.1144203264344607,0.0,0.1480733636210668,0.020191822311963654
1976,0.061450225317492835,0.0,0.19800628157858802,0.3925986617506486,0.047794619691383315,0.10583094360234876,0.0,0.0,0.020483408439164276,0.0,0.037552915471801174,0.5086713095725796,1.9903045200054623,0.10583094360234876,0.07510583094360235,0.09900314078929401,0.11265874641540352,0.43697938003550457,0.0819336337566571,0.05462242250443807,0.1160726478219309,0.0,0.15703946470025945,0.047794619691383315
1977,0.023384779849001135,0.0,0.1436493619295784,0.5612347163760273,0.05679160820471704,0.07015433954700341,0.023384779849001135,0.0,0.0,0.0,0.026725462684572727,0.44431081713102155,1.9643215073160956,0.12694594775172044,0.050110242533573865,0.07683570521814659,0.07349502238257499,0.47437696265116586,0.11692389924500568,0.07683570521814659,0.13696799625843523,0.0,0.1436493619295784,0.03006614552014432
1978,0.05567746372776996,0.0,0.12118036223102872,0.47817115907378904,0.0425768840271182,0.12118036223102872,0.029476304326466446,0.0,0.02620115940130351,0.0,0.019650869550977633,0.4847214489241149,1.915959781220319,0.08187862312907346,0.07205318835358464,0.05895260865293289,0.10807978253037696,0.530573477876396,0.24563586938722037,0.10152949268005108,0.22270985491107984,0.0,0.1899584056594504,0.039301739101955266
1979,0.04403208051580437,0.0,0.09749960685642396,0.3868532788174241,0.0691932693819783,0.09749960685642396,0.028306337474445668,0.0,0.018870891649630447,0.0,0.028306337474445668,0.4529013995911307,1.8399119358389684,0.05346752634061959,0.07233841799025004,0.0691932693819783,0.07233841799025004,0.5472558578392829,0.27362792891964144,0.08177386381506525,0.19814436232111968,0.0,0.1761283220632175,0.018870891649630447
1980,0.045100574280645844,0.0,0.11124808322559307,0.3968850536696834,0.03307375447247362,0.054120689136775,0.02104693466430139,0.0,0.01503352476021528,0.0,0.02405363961634445,0.42093869328602784,1.9543582188279864,0.0962145584653778,0.09320785351333474,0.036080459424516674,0.06013409904086112,0.484079497278932,0.1894224119787125,0.09320785351333474,0.13530172284193753,0.0,0.1894224119787125,0.0
1981,0.02904443799012489,0.0,0.08422887017136219,0.36015103107754864,0.03775776938716236,0.0813244263723497,0.0551844321812373,0.0,0.02904443799012489,0.0,0.0,0.3543421434795237,1.8065640429857681,0.06970665117629975,0.06099331977926227,0.1103688643624746,0.05808887598024978,0.4792332268370607,0.1597444089456869,0.07551553877432472,0.12779552715654952,0.0,0.18007551553877432,0.0
1982,0.055691690799732685,0.0,0.08353753619959903,0.25339719313878367,0.027845845399866342,0.06961461349966586,0.04733793717977278,0.016707507239919803,0.019492091779906438,0.0,0.0,0.311873468478503,2.094007574069949,0.05290710625974604,0.033415014479839605,0.09467587435954555,0.05847627533971931,0.478948540877701,0.14479839607930498,0.07239919803965249,0.16707507239919805,0.0,0.17542882601915794,0.016707507239919803
1983,0.04153628887104367,0.0,0.07199623404314236,0.24367956137678953,0.03045994517209869,0.07753440589261484,0.07476531996787861,0.016614515548417468,0.04153628887104367,0.0,0.022152687397889954,0.3101376235704594,1.9162074599174812,0.06368897626893362,0.033229031096834935,0.03045994517209869,0.04430537479577991,0.5261263256998865,0.11907069476365853,0.06368897626893362,0.12183978068839477,0.0,0.2409104754520533,0.0
1984,0.04062068405231944,0.0,0.08124136810463888,0.2762206515557722,0.016248273620927775,0.0649930944837111,0.0649930944837111,0.021664364827903702,0.04874482086278333,0.0,0.013540228017439813,0.3682942020743629,1.8143905543369352,0.051452866466271285,0.04874482086278333,0.021664364827903702,0.05416091206975925,0.4522436157824898,0.11373791534649443,0.0649930944837111,0.1299861889674222,0.0,0.23830801310694072,0.0
1985,0.027838868628378942,0.0,0.06681328470810946,0.26168536510676205,0.01948720803986526,0.06124551098243367,0.16146543804459787,0.01948720803986526,0.06402939784527156,0.0,0.016703321177027365,0.3034436680493305,1.8317975557473345,0.050109963531082095,0.016703321177027365,0.022271094902703154,0.050109963531082095,0.45098967177973887,0.10578770078783997,0.050109963531082095,0.12249102196486734,0.0,0.1948720803986526,0.0
1986,0.031628281434198796,0.0,0.04025417637079847,0.19839558354179243,0.025877684809799018,0.046004772995198256,0.13226372236119496,0.034503579746398685,0.08338365105379683,0.0,0.014376491560999453,0.3479110957761868,1.5095316139049426,0.046004772995198256,0.048880071307398146,0.025877684809799018,0.048880071307398146,0.39104057045918517,0.08338365105379683,0.048880071307398146,0.10926133586359585,0.0,0.15526610885879408,0.0
1987,0.023313419787265043,0.0,0.09908203409587643,0.2098207780853854,0.014570887367040654,0.06411190441497888,0.14862305114381466,0.04079848462771383,0.10199621156928457,0.0,0.0,0.22147748797901792,1.4396036718636165,0.08451114672883578,0.017485064840448785,0.014570887367040654,0.023313419787265043,0.3963281363835057,0.11365292146291708,0.07285443683520326,0.09033950167565205,0.0,0.16610811598426345,0.023313419787265043
1988,0.022818026240730177,0.0,0.06560182544209926,0.20536223616657157,0.025670279520821446,0.045636052481460354,0.18539646320593267,0.057045065601825436,0.07986309184255562,0.0,0.0,0.1968054763262978,1.3890473474044496,0.054192812321734174,0.028522532800912718,0.017113519680547633,0.03137478608100399,0.3850541928123217,0.07701083856246435,0.034227039361095266,0.08841985168282944,0.0,0.17683970336565888,0.0
1989,0.03637482861859593,0.0,0.053163211057947905,0.2210470354514676,0.02798063739891995,0.047567083578163916,0.34136377626682335,0.11751867707546378,0.12311480455524776,0.0,0.013990318699459974,0.2546238003301715,1.3374744676683734,0.07834578471697586,0.02238450991913596,0.01678838243935197,0.047567083578163916,0.3777386048854193,0.1035283583760038,0.0559612747978399,0.1091244858557878,0.01678838243935197,0.22664316293125158,0.013990318699459974
1990,0.035057440267515234,0.0,0.06741815436060622,0.1752872013375762,0.0,0.02966398791866674,0.4260827355590313,0.16180357046545493,0.17798392751200043,0.016180357046545493,0.0,0.24540208187260665,1.1892562429210938,0.07820505905830322,0.018877083220969742,0.013483630872121247,0.05393452348848499,0.33978749797745533,0.05663124966290922,0.06741815436060622,0.08359851140715172,0.0,0.15641011811660643,0.0
1991,0.0408407754301895,0.0,0.05445436724025267,0.18786756697887172,0.0245044652581137,0.02178174689610107,0.44380309300805926,0.29949901982138966,0.18514484861685906,0.02178174689610107,0.013613591810063167,0.20692659551296017,1.0945327815290786,0.1606403833587454,0.0163363101720758,0.0,0.03539533870616424,0.29949901982138966,0.046286212154214766,0.0490089305162274,0.081681550860379,0.0,0.1306904813766064,0.0
1992,0.03528773072747014,0.0,0.06514657980456026,0.11672095548317046,0.016286644951140065,0.029858849077090122,0.4125950054288816,0.4207383279044517,0.19272529858849077,0.04071661237785017,0.013572204125950055,0.21986970684039087,0.9907709011943538,0.10043431053203042,0.0,0.024429967426710098,0.024429967426710098,0.2958740499457112,0.06514657980456026,0.0515743756786102,0.06514657980456026,0.0,0.17372421281216072,0.0
1993,0.032900148050666225,0.0,0.030158469046444043,0.14256730821955366,0.016450074025333113,0.016450074025333113,0.39754345561221693,0.6251028129626583,0.30706804847288477,0.046608543071777156,0.0,0.19465920929977518,0.8828206393595437,0.1343422712068871,0.019191753029555298,0.027416790042221858,0.0,0.21933432033777486,0.041125185063332785,0.035641827054888414,0.09047540713933212,0.0,0.10144212315622088,0.0
1994,0.029940119760479042,0.0,0.01905280348394121,0.13336962438758845,0.021774632553075667,0.01905280348394121,0.35111594991834516,0.5144256940664126,0.28579205225911813,0.043549265106151334,0.029940119760479042,0.12248230811105063,0.8356015242242788,0.19869352204681545,0.0,0.024496461622210124,0.04082743603701687,0.21230266739248774,0.05715841045182363,0.01905280348394121,0.07348938486663037,0.013609145345672292,0.08437670114316821,0.0
1995,0.013833937415267132,0.0,0.01660072489832056,0.08853719945770964,0.019367512381373988,0.0,0.3347812854494646,0.5893257338903799,0.3596823727969455,0.04426859972885482,0.01660072489832056,0.11897186177129734,0.752566195390532,0.20474227374595358,0.0,0.038735024762747976,0.019367512381373988,0.2158094236781673,0.02490108734748084,0.03320144979664112,0.04426859972885482,0.0,0.10513792435603023,0.0
1996,0.0255885363357216,0.0,0.019902194927783463,0.12225634027066985,0.0,0.0255885363357216,0.2956897532127829,0.5515751165699989,0.344023655180257,0.07392243830319573,0.0,0.10519731604685545,0.7051063345843285,0.1848060957579893,0.0,0.039804389855566925,0.0170590242238144,0.19617877857386556,0.019902194927783463,0.0255885363357216,0.039804389855566925,0.0,0.1023541453428864,0.0
1997,0.02675784153411625,0.0,0.02081165452653486,0.09513899212130222,0.0,0.0,0.22595510628809276,0.7373271889400922,0.32109409840939496,0.07135424409097667,0.014865467518953469,0.05648877657202319,0.6986769733908131,0.26757841534116245,0.014865467518953469,0.017838561022744167,0.014865467518953469,0.19622417125018582,0.02675784153411625,0.029730935037906938,0.04459640255686041,0.014865467518953469,0.07730043109855805,0.0
1998,0.018559188344829718,0.0,0.0,0.11135513006897832,0.0,0.018559188344829718,0.25364224071267283,0.6990627609885861,0.3773701630115376,0.08042314949426212,0.021652386402301337,0.12063472424139318,0.6310124037242104,0.20724426985059854,0.0,0.04021157474713106,0.0154659902873581,0.21033746790807017,0.04021157474713106,0.024745584459772957,0.0463979708620743,0.0,0.052584366977017544,0.0
1999,0.02556727388942154,0.0,0.0,0.09587727708533077,0.0,0.01597954618088846,0.21412591882390541,0.6935123042505592,0.37392138063279,0.07670182166826461,0.01597954618088846,0.12144455097475232,0.5369127516778524,0.1789709172259508,0.0,0.02876318312559923,0.03195909236177692,0.1629913710450623,0.0,0.02237136465324385,0.041546820070310006,0.0,0.0447427293064877,0.0
2000,0.03333111125924938,0.0,0.0,0.11665888940737283,0.0,0.0,0.17998800079994667,0.489967335510966,0.33664422371841873,0.08999400039997334,0.01666555562962469,0.09332711152589827,0.3833077794813679,0.17665488967402174,0.0,0.01666555562962469,0.0,0.1566562229184721,0.0,0.0,0.0,0.0,0.05666288914072395,0.0
2001,0.023485204321277597,0.0,0.020130175132523655,0.09394081728511039,0.0,0.0,0.13755619673891162,0.466349057236798,0.33885794806414815,0.046970408642555195,0.0,0.07045561296383278,0.4898342615580756,0.2080118097027444,0.0,0.020130175132523655,0.01677514594376971,0.14091122592766556,0.020130175132523655,0.020130175132523655,0.020130175132523655,0.0,0.04026035026504731,0.0
2002,0.044314153258794654,0.0,0.017043905099536405,0.08862830651758931,0.0,0.0,0.09885464957731115,0.42950640850831745,0.36814835014998637,0.07499318243796019,0.02045268611944369,0.08521952549768202,0.37155713116989364,0.1977092991546223,0.02045268611944369,0.0,0.0,0.13635124079629124,0.02045268611944369,0.030679029179165533,0.017043905099536405,0.0,0.061358058358331066,0.0
2003,0.03757087232734476,0.0,0.017077669239702165,0.07514174465468952,0.0,0.0,0.10929708313409385,0.44743493408019674,0.31422911401051984,0.0819728123505704,0.0,0.03415533847940433,0.3381378509461029,0.18102329394084293,0.0,0.0,0.0,0.11271261698203429,0.0204932030876426,0.02390873693558303,0.02390873693558303,0.0,0.027324270783523463,0.0
2004,0.055007391618248705,0.0,0.024065733832983806,0.09282497335579468,0.0,0.0,0.0859490494035136,0.32660638773335166,0.3988035892323031,0.08938701137965413,0.0,0.055007391618248705,0.28878880599580564,0.1547082889263245,0.0,0.0,0.0,0.10657682126035686,0.01718980988070272,0.0,0.0,0.0,0.03437961976140544,0.0
2005,0.020440144443687403,0.0,0.017033453703072837,0.11923417592150985,0.0,0.0,0.04769367036860393,0.30660216665531104,0.35770252776452954,0.09198064999659332,0.0,0.054507051849833066,0.2725352592491654,0.13967432036519725,0.0,0.0,0.0,0.0715405055529059,0.0,0.0,0.0,0.0,0.030660216665531103,0.0
2006,0.023508866200967222,0.0,0.0,0.0638097796883396,0.0,0.0,0.10075228371843095,0.3257657173562601,0.3727834497581945,0.07724341751746373,0.016792047286405157,0.060451370231058565,0.22837184309511016,0.13433637829124126,0.0,0.0,0.0,0.08731864588930682,0.0,0.0,0.0,0.0,0.033584094572810315,0.0
2007,0.0320996372740988,0.0,0.0,0.0320996372740988,0.0,0.0,0.1316085128238051,0.295316662921709,0.3113664815587584,0.09308894809488653,0.019259782364459282,0.03530960100150868,0.2760568805572497,0.11234873045934582,0.0,0.0,0.0,0.07061920200301736,0.0,0.0,0.0,0.0,0.0320996372740988,0.0
2008,0.028546959748786755,0.0,0.0,0.060265803914105374,0.0,0.0,0.06978145716370096,0.3869698988168871,0.35842293906810035,0.1078440701620833,0.022203190915723033,0.038062612998382345,0.20934437149110288,0.13639102991087004,0.0,0.0,0.0,0.047578266247977924,0.0,0.0,0.015859422082659308,0.0,0.025375075332254894,0.0
2009,0.0217296827466319,0.0,0.0,0.034146644316135843,0.0,0.0,0.07450176941702365,0.2980070776680946,0.33525796237660643,0.11485689451791146,0.018625442354255912,0.0434593654932638,0.16762898118830322,0.14589929844167132,0.0,0.0,0.0,0.10243993294840753,0.0,0.0,0.0,0.0,0.02793816353138387,0.0
2010,0.0320996372740988,0.0,0.0,0.028889673546688924,0.0,0.0,0.06740923827560748,0.23753731582833115,0.2600070619202003,0.12197862164157545,0.025679709819279046,0.025679709819279046,0.18617789618977307,0.13481847655121496,0.0,0.0,0.0,0.048149455911148206,0.0,0.0,0.0,0.0,0.0160498186370494,0.0
2011,0.02248201438848921,0.0,0.0,0.0289054470709147,0.0,0.0,0.06744604316546762,0.20876156217882838,0.2569373072970195,0.08992805755395684,0.0,0.03211716341212744,0.17664439876670093,0.06744604316546762,0.0,0.0,0.0,0.025693730729701953,0.0,0.0,0.01605858170606372,0.0,0.0,0.0
2012,0.025679709819279046,0.0,0.0,0.03530960100150868,0.0,0.0,0.05777934709337785,0.22469746091869164,0.22469746091869164,0.08345905691265688,0.025679709819279046,0.028889673546688924,0.1508682951882644,0.09950887554970628,0.0,0.0,0.0,0.05135941963855809,0.0,0.0,0.0,0.0,0.0,0.0
2013,0.07732955277741978,0.0,0.0,0.0225544528934141,0.0,0.0,0.06444129398118315,0.11921639386518881,0.16754736435107617,0.0902178115736564,0.016110323495295786,0.019332388194354944,0.12566052326330712,0.10632813506895218,0.0,0.0,0.0,0.054775099884005675,0.0,0.0,0.0,0.0,0.0225544528934141,0.0
2014,0.03454882376959075,0.0,0.015704010804359434,0.02512641728697509,0.0,0.0,0.0471120324130783,0.16018091020446623,0.22299695342190398,0.08794246050441283,0.0,0.015704010804359434,0.10992807563051604,0.08480165834354095,0.0,0.0,0.0,0.043971230252206416,0.0,0.0,0.0,0.0,0.0,0.0
